price,dist1,dist2,dist3,rooms,square,floor,type1,type2,type3,metro
20 000 грн,ЖК Корона,Позняки,Дарницький,3 кімнати,125 / - / 15 м²,поверх 24 з 28,спец. проект,монолітно-каркасний,2007.0,1
18 000 грн,ЖК Голосіїво,Деміївка,Голосіївський,3 кімнати,115 / - / 17 м²,поверх 9 з 18,спец. проект,монолітно-каркасний,2008.0,1
11 500 грн,Деміївка,Голосіївський,Київ,1 кімната,37 / - / 9 м²,поверх 5 з 16,БПС,утеплена панель,1979.0,1
19 000 грн,Шулявка,Шевченківський,Київ,3 кімнати,84 / - / 10 м²,поверх 2 з 9,хрущівка,цегляний будинок,1960.0,1
9 000 грн,Шевченківський,Київ,,1 кімната,40 / - / 8 м²,поверх 5 з 9,цегляний будинок,,,1
42 130 грн,ЖК Аристократ,Нижній Печерськ,Печерський,1 кімната,55 / - / 12 м²,поверх 4 з 24,спец. проект,монолітно-каркасний,2018.0,1
76 600 грн,Історичний центр,Шевченківський,Київ,3 кімнати,81 / - / 15 м²,поверх 2 з 7,дореволюційний,цегляний будинок,1893.0,1
61 280 грн,Звіринець,Печерський,Київ,3 кімнати,81 / - / 25 м²,поверх 15 з 24,гостинка,цегляний будинок,1969.0,1
16 000 грн,Теремки-2,Голосіївський,Київ,3 кімнати,72 / - / 7.3 м²,поверх 9 з 9,серія 96,утеплена панель,1978.0,1
34 470 грн,ЖК Квартет,Солом'янка,Солом'янський,3 кімнати,74 / - / 20 м²,поверх 6 з 26,спец. проект,цегляний будинок,2018.0,1
49 790 грн,Оболонь,Оболонський,Київ,2 кімнати,60 / - / 17 м²,поверх 9 з 24,,,,1
10 000 грн,Голосіївський,Київ,,1 кімната,30 / - / 6 м²,поверх 9 з 9,цегляний будинок,,,1
18 810 грн,Поділ,Подільський,Київ,2 кімнати,60 / - / 9 м²,поверх 2 з 3,дореволюційний,цегляний будинок,1917.0,1
95 750 грн,Старий Київ,Шевченківський,Київ,3 кімнати,90 / - / 30 м²,поверх 4 з 5,сталінка,цегляний будинок,1963.0,1
45 960 грн,Липки,Печерський,Київ,2 кімнати,68 / 48 / 14 м²,поверх 4 з 5,сталінка,цегляний будинок,1936.0,1
38 300 грн,ЖК Аристократ,Нижній Печерськ,Печерський,1 кімната,70 / 40 / 20 м²,поверх 19 з 24,спец. проект,монолітно-каркасний,2018.0,1
45 960 грн,ЖК Творець,Нижній Печерськ,Печерський,3 кімнати,128 / 60 / 30 м²,поверх 11 з 24,спец. проект,монолітно-каркасний,2006.0,1
25 000 грн,ЖК Славутич,Позняки,Дарницький,2 кімнати,48 / 25 / 15 м²,поверх 10 з 25,спец. проект,монолітно-каркасний,2018.0,1
38 300 грн,Печерськ,Печерський,Київ,2 кімнати,83 / 65 / 18 м²,поверх 19 з 25,спец. проект,утеплена панель,1991.0,1
30 640 грн,ЖК Французький квартал 2,Нова забудова,Печерський,2 кімнати,55 / 30 / 10 м²,поверх 24 з 24,спец. проект,монолітно-каркасний,2019.0,1
16 900 грн,ЖК Галактика,Лівобережний масив,Дніпровський,1 кімната,50 / 15 / 20 м²,поверх 4 з 15,спец. проект,монолітно-каркасний,2019.0,1
36 385 грн,"ЖК вул. Підвисоцького, 4в",Чорна Гора,Печерський,1 кімната,50 / 25 / 15 м²,поверх 22 з 25,спец. проект,монолітно-каркасний,2017.0,1
45 960 грн,Історичний центр,Шевченківський,Київ,3 кімнати,146 / 60 / 20 м²,поверх 17 з 23,,,,1
16 500 грн,"ЖК вул. Саперно-Слобідська, 8-14",Саперна Слобідка,Голосіївський,2 кімнати,68 / 50 / 15 м²,поверх 6 з 12,спец. проект,монолітно-каркасний,2001.0,1
15 000 грн,ЖК Молодіжний квартал,Осокорки,Дарницький,2 кімнати,60 / 37 / 12 м²,поверх 6 з 24,спец. проект,монолітно-каркасний,2014.0,1
38 300 грн,"ЖК вул. Старонаводницька, 6б",Печерськ,Печерський,2 кімнати,85 / 40 / 20 м²,поверх 19 з 25,спец. проект,цегляний будинок,2008.0,1
45 960 грн,ЖК Сонячна Рів'єра,Лівобережний масив,Дніпровський,2 кімнати,56 / 36 / 20 м²,поверх 20 з 30,цегляний будинок,2020,,1
57 450 грн,ЖК Сонячна Рів'єра,Лівобережний масив,Дніпровський,3 кімнати,100 / 60 / 30 м²,поверх 22 з 28,,,,1
16 000 грн,Сирець,Шевченківський,Київ,1 кімната,30 / 22 / 8 м²,поверх 2 з 5,хрущівка,цегляний будинок,1964.0,1
38 300 грн,ЖК Квартет,Солом'янка,Солом'янський,2 кімнати,50 / 28 / 18 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2018.0,1
191 500 грн,ЖК Бонапарт,Поділ,Подільський,4 кімнати,190 / 120 / 30 м²,поверх 10 з 11,спец. проект,монолітно-каркасний,2016.0,1
15 999 грн,ЖК Лазурний блюз,Лівобережний масив,Дніпровський,1 кімната,40 / 20 / 10 м²,поверх 20 з 27,спец. проект,монолітно-каркасний,2010.0,1
61 280 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,100 / 45 / 25 м²,поверх 13 з 21,спец. проект,монолітно-каркасний,2013.0,1
17 000 грн,ЖК Нивки-Парк,Ґалаґани,Святошинський,1 кімната,48 / 25 / 12 м²,поверх 12 з 12,спец. проект,монолітно-каркасний,2019.0,1
59 557 грн,ЖК Cardinal,Нова забудова,Печерський,2 кімнати,90 / 50 / 40 м²,поверх 5 з 22,спец. проект,монолітно-каркасний,2019.0,1
45 960 грн,ЖК Central Park,Нова забудова,Печерський,3 кімнати,80 / 45 / 20 м²,поверх 9 з 25,,,,1
57 450 грн,ЖК Tetris Hall,Нова забудова,Печерський,2 кімнати,80 / 50 / 22 м²,поверх 5 з 25,спец. проект,монолітно-каркасний,2016.0,1
57 450 грн,Старий Київ,Шевченківський,Київ,2 кімнати,50 / 20 / 15 м²,поверх 3 з 4,дореволюційний,цегляний будинок,1899.0,1
72 770 грн,"ЖК вул. Бульварно-Кудрявська (Воровського), 11",Історичний центр,Шевченківський,3 кімнати,106 / 60 / 30 м²,поверх 7 з 23,спец. проект,монолітно-каркасний,2003.0,1
20 000 грн,Київ,,,1 кімната,37 / 18 / 15 м²,поверх 5 з 8,,,,1
17 000 грн,ЖК Елегант,Нова забудова,Шевченківський,1 кімната,32 / 17 / 4 м²,поверх 12 з 15,спец. проект,монолітно-каркасний,2013.0,1
145 540 грн,ЖК PecherSKY,Звіринець,Печерський,3 кімнати,130 / 67 / 12 м²,поверх 14 з 25,спец. проект,монолітно-каркасний,2013.0,1
13 000 грн,Позняки,Дарницький,Київ,2 кімнати,51 / 30 / 9 м²,поверх 7 з 10,серія 96,утеплена панель,1995.0,1
70 855 грн,Нижній Печерськ,Печерський,Київ,3 кімнати,125 / 60 / 20 м²,поверх 8 з 28,,,,1
19 150 грн,ЖК Златоустівський,Солдатська слобідка,Шевченківський,3 кімнати,98 / 65 / 20 м²,поверх 12 з 21,спец. проект,монолітно-каркасний,2014.0,1
91 920 грн,ЖК Космополітен,Шулявка,Шевченківський,6 кімнат,250 / 100 / 30 м²,поверх 13 з 24,спец. проект,цегляний будинок,2011.0,1
61 280 грн,ЖК Central Park,Нова забудова,Печерський,3 кімнати,75 / 50 / 25 м²,поверх 7 з 16,,,,1
114 900 грн,"ЖК вул. Лейпцизька, 13",Печерськ,Печерський,4 кімнати,130 / 60 / 20 м²,поверх 8 з 17,спец. проект,монолітно-каркасний,2019.0,1
20 000 грн,ЖК Сирецький Бояр,Сирець,Шевченківський,2 кімнати,88 / 48 / 20 м²,поверх 18 з 26,спец. проект,монолітно-каркасний,2014.0,1
18 000 грн,Академмістечко,Святошинський,Київ,3 кімнати,80 / 50 / 11 м²,поверх 4 з 10,цегляний будинок,,,1
17 000 грн,ЖК Космополітен,Шулявка,Шевченківський,2 кімнати,51 / 30 / 12 м²,поверх 4 з 25,спец. проект,цегляний будинок,2011.0,1
34 470 грн,Історичний центр,Шевченківський,Київ,3 кімнати,101 / 68 / 10 м²,поверх 5 з 5,сталінка,цегляний будинок,1949.0,1
12 500 грн,ЖК Метрополія,Харьківський,Дарницький,1 кімната,35 / 16 / 7 м²,поверх 8 з 25,,,,1
15 000 грн,Черепанова гора,Печерський,Київ,2 кімнати,42 / 15 / 6 м²,поверх 6 з 9,спец. проект,цегляний будинок,1981.0,1
22 980 грн,Липки,Печерський,Київ,1 кімната,32 / 17 / 6 м²,поверх 3 з 9,цегляний будинок,1965,,1
